Brand,Year,Model,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,State,Cylinders,Capacity
Holden,2014,Calais,2014 Holden Calais V,USED,Automatic,Rear,Premium,14.6,51008.0,White / -,8 cyl,Sedan,4 Doors, 5 Seats, WA,8.0,6.0
Hyundai,2012,IX35,2012 Hyundai IX35 Highlander (awd),USED,Automatic,AWD,Diesel,7.5,80084.0,Black / Black,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Mazda,2006,3,2006 Mazda 3 SP23,USED,Manual,Front,Unleaded,8.6,133205.0,Black / -,4 cyl,Sedan,4 Doors, 5 Seats,TAS,4.0,2.3
Subaru,2020,WRX,2020 Subaru WRX STI Spec R (wing) (awd),USED,Manual,AWD,Premium,11.2,28714.0,Black / Cloth,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,2.5
Ford,2015,F,2015 Ford F 250,USED,Automatic,Other,-,7.6,180515.0,Black / -,-,Ute / Tray,missing_dr,missing_seats,NSW,4.0,2.2
Volkswagen,2019,Tiguan,2019 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,AWD,Premium,8.1,47000.0,Grey / 2020/01,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,2.0
Peugeot,2007,207,2007 Peugeot 207,USED,Automatic,Other,Unleaded,7.6,127104.0,Black / -,-,Hatchback,missing_dr,missing_seats,QLD,4.0,2.2
Mitsubishi,2019,Eclipse,2019 Mitsubishi Eclipse Cross LS (2WD),USED,Automatic,Front,Unleaded,7.3,48190.0,White / Black Cloth,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,1.5
Ford,2016,Escape,2016 Ford Escape Titanium (awd),USED,Automatic,AWD,Premium,8.8,110166.0,Black / -,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,2.0
Mazda,2021,CX-8,2021 Mazda CX-8 Sport (awd),USED,Automatic,AWD,Diesel,6.0,16116.0,White / Leather,4 cyl,SUV,4 Doors, 7 Seats,ACT,4.0,2.2
Nissan,2016,Navara,2016 Nissan Navara ST-X (4X2) (sunroof),USED,Automatic,Rear,Diesel,6.8,169014.0,Grey / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,QLD,4.0,2.3
Audi,2016,S3,2016 Audi S3 2.0 Tfsi Quattro,USED,Automatic,AWD,Premium,6.9,122811.0,Black / -,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,2.0
Mitsubishi,2019,Triton,2019 Mitsubishi Triton 2019 Mitsubishi MR Triton GLX 2.4L D 6M/T 4X4 SC CC,USED,Manual,Other,Diesel,7.6,13243.0,- / -,-,Ute / Tray,missing_dr,missing_seats,VIC,4.0,2.2
Subaru,2020,XV,2020 Subaru XV 2.0I,USED,Automatic,AWD,Unleaded,7.0,43974.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats,ACT,4.0,2.0
Mitsubishi,2016,ASX,2016 Mitsubishi ASX LS (2WD),USED,Automatic,Front,Unleaded,7.4,71605.0,White / Cloth,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Kia,2020,Sportage,2020 Kia Sportage S 2WD,USED,Automatic,Front,Unleaded,7.6,53459.0,White / -,-,SUV,missing_dr,missing_seats,VIC,4.0,2.2
Kia,2013,Grand,2013 Kia Grand Carnival SLI,USED,Automatic,Front,Unleaded,10.9,98672.0,White / -,6 cyl,Wagon,4 Doors, 8 Seats,NSW,6.0,3.5
Hyundai,2021,Kona,2021 Hyundai Kona N Line Premium SRF (awd),USED,Automatic,AWD,Unleaded,6.9,15715.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,1.6
Toyota,2009,Estima,2009 Toyota Estima ESTIMA ACR50,USED,-,Other,-,7.6,186793.0,White / -,-,Wagon,missing_dr,missing_seats,VIC,4.0,2.2
Toyota,2022,Corolla,2022 Toyota Corolla Ascent Sport + Navigation,USED,Automatic,Front,Unleaded,6.0,10499.0,Blue / Grey,4 cyl,Hatchback,5 Doors, 5 Seats,VIC,4.0,2.0
Toyota,2017,C-HR,2017 Toyota C-HR Koba (2WD),USED,Automatic,Front,Premium,6.4,89628.0,Black / Black,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,1.2
Suzuki,2022,S-Cross,2022 Suzuki S-Cross Allgrip Prestige,USED,Automatic,AWD,Premium,6.2,6551.0,Black / Black,4 cyl,SUV,4 Doors, 5 Seats,TAS,4.0,1.4
Nissan,2023,Qashqai,2023 Nissan Qashqai,DEMO,-,Other,Unleaded,7.6,1622.0,Grey / -,-,Wagon,missing_dr,missing_seats, WA,4.0,2.2
Isuzu,2023,MU-X,2023 Isuzu MU-X LS-T (4X4),USED,Automatic,4WD,Diesel,8.3,10.0,White / -,4 cyl,SUV,4 Doors, 7 Seats, WA,4.0,3.0
Mitsubishi,2015,Pajero,2015 Mitsubishi Pajero GLS LWB (4X4),USED,Automatic,4WD,Diesel,9.0,276523.0,Silver / Black Leather,4 cyl,SUV,4 Doors, 7 Seats,NSW,4.0,3.2
Honda,2015,HR-V,2015 Honda HR-V VTI-S,USED,Automatic,Front,Unleaded,6.9,53000.0,Red / -,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,1.8
Toyota,2015,Kluger,2015 Toyota Kluger GX (4X2),USED,Automatic,Front,Unleaded,10.2,108635.0,Gold / Black,6 cyl,SUV,4 Doors, 7 Seats,NSW,6.0,3.5
Nissan,2010,Murano,2010 Nissan Murano TI,USED,Automatic,4WD,Unleaded,10.9,262701.0,White / Black,6 cyl,SUV,4 Doors, 5 Seats,VIC,6.0,3.5
Honda,2011,Odyssey,2011 Honda Odyssey,USED,Automatic,Front,Unleaded,8.9,169251.0,Grey / -,4 cyl,Wagon,4 Doors, 7 Seats,NSW,4.0,2.4
MG,2022,MG3,2022 MG MG3 Auto Core (with Navigation),NEW,Automatic,Front,Premium,6.7,15.0,Blue / Black & Grey Cloth,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.5
Toyota,2005,HiAce,2005 Toyota HiAce Slwb,USED,Automatic,Rear,Diesel,7.6,202406.0,Silver / Black,4 cyl,Commercial,4 Doors, 3 Seats,NSW,4.0,2.5
Toyota,2014,Sai,2014 Toyota Sai S C PACKAGE (HYBRID),USED,Automatic,Other,Other,7.6,71044.0,White / Black,-,missing_btc,missing_dr,missing_seats,NSW,4.0,2.2
Hyundai,2019,Iload,2019 Hyundai Iload 3S Liftback,USED,Automatic,Rear,Diesel,8.8,90686.0,White / Black,4 cyl,Commercial,4 Doors, 3 Seats,VIC,4.0,2.5
Toyota,2016,HiAce,2016 Toyota HiAce LWB,USED,Automatic,Rear,Diesel,7.6,109000.0,Black / -,-,Commercial,missing_dr, 6 Seats,QLD,4.0,2.2
Jaguar,2017,F-Pace,2017 Jaguar F-Pace 20D Prestige RWD,USED,Automatic,Rear,Diesel,5.1,44205.0,Grey / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
GWM,2022,Haval,2022 GWM Haval H6GT Ultra (4WD),NEW,Automatic,4WD,Unleaded,8.4,20.0,Grey / -,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,2.0
BMW,2018,X6,2018 BMW X6 Xdrive 40D,USED,Automatic,AWD,Diesel,6.3,99100.0,Grey / Black,6 cyl,SUV,4 Doors, 5 Seats,NSW,6.0,3.0
Hyundai,2018,Kona,2018 Hyundai Kona Highlander (awd),USED,Automatic,AWD,Unleaded,6.7,86853.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,1.6
Nissan,2019,Navara,2019 Nissan Navara ST-X (4X4),USED,Manual,4WD,Diesel,6.5,95381.0,White / -,4 cyl,Ute / Tray,4 Doors, 5 Seats, WA,4.0,2.3
Audi,2020,Q3,2020 Audi Q3 40 Tfsi Quattro S Line,USED,Automatic,AWD,Premium,8.3,22948.0,Black / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Audi,2017,A5,2017 Audi A5 2.0 Tfsi Quattro S Tronic Sprt,USED,Automatic,AWD,Premium,6.5,145378.0,Black / Black,4 cyl,Coupe,2 Doors, 4 Seats,NSW,4.0,2.0
Skoda,2017,Octavia,2017 Skoda Octavia 110 TSI,USED,Manual,Front,Premium,5.5,127793.0,White / -,4 cyl,Wagon,4 Doors, 5 Seats,NSW,4.0,1.4
Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLX,USED,Automatic,Rear,Diesel,7.5,101090.0,White / Grey,4 cyl,Ute / Tray,4 Doors, 5 Seats, WA,4.0,2.4
BMW,2015,220I,2015 BMW 220I M-Sport,USED,Automatic,Rear,Diesel,4.4,132816.0,Silver / -,4 cyl,Coupe,2 Doors, 4 Seats,QLD,4.0,2.0
BMW,2015,X5,2015 BMW X5 Xdrive 30D,USED,Automatic,AWD,Diesel,6.2,181659.0,Silver / Black,6 cyl,SUV,4 Doors, 5 Seats,NSW,6.0,3.0
Ford,2009,Falcon,2009 Ford Falcon G6,USED,Automatic,Rear,Unleaded,10.5,230123.0,Burgundy / -,6 cyl,Sedan,4 Doors, 5 Seats, SA,6.0,4.0
Suzuki,2013,SX4,2013 Suzuki SX4 Crossover,USED,Manual,Front,Unleaded,7.3,126549.0,White / Grey,4 cyl,Hatchback,5 Doors, 5 Seats, SA,4.0,2.0
Mini,2012,Cooper,2012 Mini Cooper S,USED,Automatic,Front,Premium,6.7,103483.0,Green / -,4 cyl,Hatchback,2 Doors, 4 Seats,NSW,4.0,1.6
Nissan,2005,Pulsar,2005 Nissan Pulsar ST,USED,Automatic,Front,Unleaded,7.9,175185.0,Grey / -,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,1.8
Land,2017,Rover,2017 Land Rover Discovery Sport TD4 (132KW) HSE 7 Seat,USED,Automatic,AWD,Diesel,5.3,71432.0,White / Black,4 cyl,SUV,4 Doors, 7 Seats,NSW,4.0,2.0
Tesla,2023,Model,2023 Tesla Model Y Performance,USED,Automatic,AWD,Electric,7.6,160.0,Black / Standard Trim,0 L,SUV,5 Doors, 5 Seats, WA,4.0,2.2
Toyota,2017,Hilux,2017 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,8.5,116988.0,Black / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.8
Subaru,2016,XV,2016 Subaru XV 2.0I,USED,Automatic,AWD,Unleaded,7.1,164540.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats, WA,4.0,2.0
Toyota,2021,RAV4,2021 Toyota RAV4 Cruiser (2WD),USED,Automatic,Front,Unleaded,6.0,57458.0,Black / -,4 cyl,SUV,5 Doors, 5 Seats,QLD,4.0,2.0
BMW,2011,X5,2011 BMW X5 Sport,USED,-,Other,Diesel,7.6,189177.0,White / -,-,Wagon,missing_dr,missing_seats,QLD,4.0,2.2
Skoda,2016,Superb,2016 Skoda Superb 162 TSI,USED,Automatic,Front,Premium,6.4,98748.0,Black / Grey,4 cyl,Sedan,4 Doors, 5 Seats, SA,4.0,2.0
Holden,2017,Astra,2017 Holden Astra R,USED,Automatic,Front,Premium,5.8,43863.0,White / -,4 cyl,Hatchback,5 Doors, 5 Seats, WA,4.0,1.4
Ford,2013,Focus,2013 Ford Focus Ambiente,USED,Automatic,Front,Unleaded,6.6,67590.0,Silver / Black,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.6
Subaru,2018,Liberty,2018 Subaru Liberty 2.5I Premium,USED,Automatic,AWD,Unleaded,7.3,82492.0,Red / -,4 cyl,Sedan,4 Doors, 5 Seats,VIC,4.0,2.5
Ford,2016,Fiesta,2016 Ford Fiesta Sport,USED,Manual,Front,Unleaded,4.9,109800.0,Blue / Black Partial Leather,3 cyl,Hatchback,5 Doors, 5 Seats,NSW,3.0,1.0
Toyota,2008,Estima,2008 Toyota Estima Aeras,USED,Automatic,Other,-,7.6,126000.0,- / -,-,Wagon,missing_dr,missing_seats,VIC,4.0,2.2
Toyota,2007,Aurion,2007 Toyota Aurion Sportivo SX6,USED,Automatic,Front,Unleaded,9.9,149436.0,Yellow / Atomic - Black,6 cyl,Sedan,4 Doors, 5 Seats,NSW,6.0,3.5
Toyota,2020,Corolla,2020 Toyota Corolla SX,USED,Automatic,Front,Unleaded,6.0,10747.0,Black / -,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,2.0
Ford,2011,Territory,2011 Ford Territory Titanium (rwd),USED,Automatic,Rear,Diesel,8.2,175728.0,Black / Black,6 cyl,SUV,4 Doors, 7 Seats,NSW,6.0,2.7
Skoda,2022,Octavia,2022 Skoda Octavia Limited Edition,DEMO,Automatic,Front,Premium,6.3,1500.0,Grey / Black/Grey,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,2.0
Subaru,2014,WRX,2014 Subaru WRX STI Premium,USED,Manual,AWD,Premium,10.4,74822.0,Black / Black,4 cyl,Sedan,4 Doors, 5 Seats, WA,4.0,2.5
Honda,2009,Jazz,2009 Honda Jazz GLI,USED,Manual,Front,Unleaded,5.8,129000.0,Silver / -,4 cyl,Hatchback,5 Doors, 5 Seats,VIC,4.0,1.3
BMW,2017,218I,2017 BMW 218I Active Tourer Sport Line,USED,Automatic,Front,Premium,5.2,44286.0,White / -,3 cyl,Hatchback,4 Doors, 5 Seats,NSW,3.0,1.5
Ford,2012,Ranger,2012 Ford Ranger XL,USED,Manual,Other,Diesel,7.6,230186.0,White / -,-,Ute / Tray,missing_dr,missing_seats,QLD,4.0,2.2
Toyota,2019,Hilux,2019 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,9.0,101927.0,White / Black,4 cyl,Ute / Tray,2 Doors, 2 Seats,NSW,4.0,2.8
Lexus,2017,IS200T,2017 Lexus IS200T Luxury,USED,Automatic,Rear,Premium,7.5,54956.0,White / -,4 cyl,Sedan,4 Doors, 5 Seats, WA,4.0,2.0
Honda,2017,Civic,2017 Honda Civic VTI-L,USED,Automatic,Front,Unleaded,6.1,46000.0,Grey / Black Leather,4 cyl,Hatchback,5 Doors, 5 Seats, SA,4.0,1.5
Volkswagen,2012,Polo,2012 Volkswagen Polo 77 TSI Comfortline,USED,Automatic,Front,Premium,5.5,46451.0,Blue / Grey,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.2
Mitsubishi,2013,ASX,2013 Mitsubishi ASX Aspire (4WD),USED,Manual,4WD,Diesel,5.9,105511.0,White / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.8
Suzuki,2018,Ignis,2018 Suzuki Ignis GL,USED,Automatic,Front,Premium,4.9,16347.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.2
Foton,2013,Tunland,2013 Foton Tunland TK DUAL CAB,USED,Manual,Other,Diesel,7.6,136064.0,White / -,-,Ute / Tray,missing_dr,missing_seats,QLD,4.0,2.2
Subaru,2011,Impreza,2011 Subaru Impreza R Special Edition,USED,Automatic,Other,-,7.6,85654.0,White / Grey,-,missing_btc,missing_dr,missing_seats,NSW,4.0,2.2
Chevrolet,2021,Silverado,2021 Chevrolet Silverado 1500 LT Trail Boss,USED,Automatic,4WD,Unleaded,7.6,40096.0,Black / -,8 cyl,Ute / Tray,4 Doors, 5 Seats,VIC,8.0,6.2
Holden,2005,Adventra,2005 Holden Adventra CX6,USED,Automatic,AWD,Unleaded,7.6,215216.0,Silver / -,6 cyl,SUV,4 Doors, 5 Seats, SA,6.0,3.6
Ford,2014,Ranger,2014 Ford Ranger XL,USED,Automatic,Other,Diesel,7.6,300903.0,White / -,-,Ute / Tray,missing_dr,missing_seats,VIC,4.0,2.2
Volkswagen,2015,Polo,2015 Volkswagen Polo 81 TSI Comfortline,USED,Automatic,Front,Premium,4.8,99210.0,Blue / Cloth,4 cyl,Hatchback,5 Doors, 5 Seats,QLD,4.0,1.2
Toyota,2018,Corolla,2018 Toyota Corolla Ascent Sport,USED,Automatic,Front,Unleaded,6.0,82020.0,White / Grey,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,2.0
Nissan,2018,Leaf,2018 Nissan Leaf G Edition,USED,-,Other,-,7.6,14758.0,Blue / -,-,Hatchback,missing_dr,missing_seats,VIC,4.0,2.2
Kia,2009,Sorento,2009 Kia Sorento LX,USED,Manual,4WD,Diesel,8.5,253390.0,Grey / Grey,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.5
Land,2019,Rover,2019 Land Rover Range Rover Sport SDV6 SE (183KW),USED,Automatic,AWD,Diesel,7.8,57409.0,Grey / -,6 cyl,SUV,4 Doors, 5 Seats,NSW,6.0,3.0
Jeep,2020,Grand,2020 Jeep Grand Cherokee Trailhawk (4X4),USED,Automatic,4WD,Diesel,7.0,41754.0,Blue / -,6 cyl,SUV,4 Doors, 5 Seats,QLD,6.0,3.0
Jeep,2012,Grand,2012 Jeep Grand Cherokee Overland (4X4),USED,Automatic,AWD,Premium,11.0,140521.0,Grey / Black,6 cyl,SUV,4 Doors, 5 Seats, WA,6.0,3.6
Hyundai,2009,I30,2009 Hyundai I30 SX,USED,Automatic,Front,Unleaded,7.6,181708.0,Silver / -,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,2.0
Jeep,2023,Wrangler,2023 Jeep Wrangler Unlimited Overland (4X4),DEMO,Automatic,4WD,Unleaded,9.7,3732.0,White / -,6 cyl,SUV,4 Doors, 5 Seats,VIC,6.0,3.6
Ford,2020,Puma,2020 Ford Puma ST-Line,USED,Automatic,Front,Premium,5.3,29866.0,Grey / Black,3 cyl,SUV,5 Doors, 5 Seats,NSW,3.0,1.0
Honda,2009,Accord,2009 Honda Accord VTI,USED,Automatic,Front,Unleaded,8.8,138050.0,Grey / Black,4 cyl,Sedan,4 Doors, 5 Seats,TAS,4.0,2.4
Dodge,2013,Journey,2013 Dodge Journey SXT,USED,Automatic,Front,Premium,10.4,58622.0,Silver / Cloth,6 cyl,SUV,4 Doors, 7 Seats,QLD,6.0,3.6
Mazda,2008,6,2008 Mazda 6 Luxury Sports,USED,Automatic,Front,Premium,8.8,148039.0,Grey / -,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,2.5
Mazda,2010,3,2010 Mazda 3 Maxx Sport,USED,Automatic,Front,Unleaded,8.2,118013.0,Grey / -,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,2.0
Ford,2016,Ranger,2016 Ford Ranger XLS 3.2 (4X4),USED,Automatic,4WD,Diesel,9.2,250677.0,White / -,5 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,5.0,3.2
Land,2018,Rover,2018 Land Rover Range Rover Velar,USED,-,Other,-,7.6,127162.0,Black / -,-,Wagon,missing_dr,missing_seats,NSW,4.0,2.2
Holden,2013,Calais,2013 Holden Calais V,USED,Automatic,Rear,Unleaded,9.8,205199.0,Blue / -,6 cyl,Wagon,4 Doors, 5 Seats,NSW,6.0,3.6
Holden,2018,Colorado,2018 Holden Colorado Z71 (4X4),USED,Automatic,4WD,Diesel,9.1,166668.0,White / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,TAS,4.0,2.8
Ford,2016,Ranger,2016 Ford Ranger XL 2.2 (4X4),USED,Automatic,4WD,Diesel,8.1,99839.0,White / Grey,4 cyl,Ute / Tray,4 Doors, 5 Seats, WA,4.0,2.2
Mazda,2017,CX-9,2017 Mazda CX-9 GT (awd),USED,Automatic,AWD,Unleaded,8.8,87544.0,White / Black,4 cyl,SUV,4 Doors, 7 Seats,NSW,4.0,2.5
Hyundai,2010,I30,2010 Hyundai I30 SLX 1.6 Crdi,USED,Manual,Front,Diesel,4.7,229732.0,Red / -,4 cyl,Hatchback,5 Doors, 5 Seats, WA,4.0,1.6
Subaru,2014,BRZ,2014 Subaru BRZ,USED,Automatic,Rear,Premium,7.1,60460.0,Black / -,4 cyl,Coupe,2 Doors, 4 Seats,NSW,4.0,2.0
Mitsubishi,2020,ASX,2020 Mitsubishi ASX LS (2WD),USED,Automatic,Front,Unleaded,7.6,69719.0,Blue / Black,4 cyl,SUV,4 Doors, 5 Seats, SA,4.0,2.0
GWM,2023,Haval,2023 GWM Haval H6 LUX,NEW,Automatic,Front,Premium,9.8,20.0,Red / Charcoal Comfort,4 cyl,SUV,4 Doors, 5 Seats,ACT,4.0,2.0
Kia,2016,Sportage,2016 Kia Sportage SI (awd),USED,Automatic,AWD,Diesel,6.8,127795.0,Blue / -,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,2.0
Holden,2018,Astra,2018 Holden Astra LTZ,USED,Automatic,Front,Unleaded,7.6,56569.0,Silver / -,-,missing_btc,missing_dr,missing_seats,TAS,4.0,2.2
Nissan,2019,Qashqai,2019 Nissan Qashqai ST,USED,Automatic,Front,Unleaded,6.9,71517.0,Blue / Black,4 cyl,SUV,4 Doors, 5 Seats, WA,4.0,2.0
Mitsubishi,2022,Triton,2022 Mitsubishi Triton GLS (4X4),USED,Automatic,4WD,Diesel,8.6,13732.0,White / Cloth,4 cyl,Ute / Tray,4 Doors, 5 Seats,QLD,4.0,2.4
Holden,2015,Cruze,2015 Holden Cruze Equipe,USED,Automatic,Front,Unleaded,7.6,126012.0,Silver / -,-,missing_btc,missing_dr,missing_seats,NSW,4.0,2.2
Honda,2005,Accord,2005 Honda Accord Euro Luxury,USED,Automatic,Front,Premium,9.4,176599.0,Blue / Black,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,2.4
Ford,2019,Ranger,2019 Ford Ranger Raptor 2.0 (4X4),USED,Automatic,4WD,Diesel,8.2,53009.0,Black / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,VIC,4.0,2.0
Toyota,2019,Camry,2019 Toyota Camry Ascent Sport (hybrid),USED,Automatic,Front,Hybrid,4.2,96417.0,Blue / -,4 cyl,Sedan,4 Doors, 5 Seats, WA,4.0,2.5
Ssangyong,2023,Rexton,2023 Ssangyong Rexton Ultimate (awd),DEMO,Automatic,AWD,Diesel,8.7,7.0,Grey / -,4 cyl,SUV,4 Doors, 7 Seats, SA,4.0,2.2
Mitsubishi,2016,Triton,2016 Mitsubishi Triton GLX,USED,Manual,Rear,Unleaded,10.9,80559.0,White / -,4 cyl,Ute / Tray,2 Doors, 2 Seats,NSW,4.0,2.4
Mercedes-Benz,2004,ML350,2004 Mercedes-Benz ML350 Luxury (4X4),USED,Automatic,4WD,Unleaded,18.6,162199.0,Blue / -,6 cyl,SUV,4 Doors, 5 Seats,VIC,6.0,3.7
Mercedes-Benz,2010,E250,2010 Mercedes-Benz E250 CGI Avantgarde,USED,Automatic,Rear,Premium,7.6,209809.0,Grey / -,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,1.8
Mitsubishi,2013,ASX,2013 Mitsubishi ASX Aspire (2WD),USED,Manual,Front,Unleaded,7.7,145560.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Honda,2015,CR-V,2015 Honda CR-V VTI (4X4),USED,Automatic,4WD,Unleaded,8.7,61000.0,- / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.4
Toyota,2008,Yaris,2008 Toyota Yaris YR,USED,Manual,Front,Unleaded,6.0,35000.0,- / -,4 cyl,Hatchback,3 Doors, 5 Seats,QLD,4.0,1.3
Isuzu,2018,D-MAX,2018 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,Rear,Diesel,7.7,91171.0,Grey / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,3.0
Volkswagen,2019,Tiguan,2019 Volkswagen Tiguan Allspace 162 TSI Highline,USED,Automatic,AWD,Premium,8.3,22140.0,Grey / -,4 cyl,SUV,4 Doors, 7 Seats,QLD,4.0,2.0
Mitsubishi,2021,Pajero,2021 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,4WD,Diesel,8.0,50000.0,Red / -,4 cyl,SUV,4 Doors, 7 Seats,NSW,4.0,2.4
Toyota,2023,Corolla,2023 Toyota Corolla Cross GXL 2WD Hybrid,USED,Automatic,Front,Hybrid,4.3,49.0,White / -,4 cyl,SUV,4 Doors, 5 Seats, WA,4.0,2.0
Honda,2016,CR-V,2016 Honda CR-V VTI (4X2),USED,Automatic,Front,Unleaded,7.7,122030.0,Black / Grey,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Jeep,2016,Grand,2016 Jeep Grand Cherokee Limited (4X4),USED,Automatic,4WD,Diesel,7.5,124359.0,White / Grey Leather,6 cyl,SUV,4 Doors, 5 Seats, WA,6.0,3.0
Kia,2017,Carnival,2017 Kia Carnival SLi,USED,Automatic,Front,Diesel,7.6,82000.0,White / Leather,-,Commercial,missing_dr,missing_seats,QLD,4.0,2.2
BMW,2018,X3,2018 BMW X3 Xdrive 20D,USED,Automatic,4WD,Diesel,5.7,68599.0,Silver / -,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,2.0
Toyota,2023,RAV4,2023 Toyota RAV4 GX (2WD),USED,Automatic,Front,Unleaded,6.0,1090.0,White / -,4 cyl,SUV,5 Doors, 5 Seats,NSW,4.0,2.0
Lexus,2005,RX330,2005 Lexus RX330 Sports Luxury,USED,Automatic,4WD,Unleaded,17.2,244039.0,Gold / Beige,6 cyl,SUV,4 Doors, 5 Seats,VIC,6.0,3.3
Holden,2009,Berlina,2009 Holden Berlina,USED,Automatic,Rear,Unleaded,7.6,202181.0,Black / Black,-,missing_btc,missing_dr,missing_seats,VIC,4.0,2.2
Mercedes-Benz,2022,GLC,2022 Mercedes-Benz GLC 200,USED,Automatic,Rear,Premium,8.0,24532.0,Blue / Black,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Kia,2007,Grand,2007 Kia Grand Carnival Platinum,USED,Automatic,Front,Unleaded,12.8,189000.0,Black / -,6 cyl,Wagon,4 Doors, 8 Seats,QLD,6.0,3.8
Hyundai,2017,I30,2017 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,68203.0,White / Grey,4 cyl,Hatchback,4 Doors, 5 Seats,NSW,4.0,2.0
Skoda,2021,Kamiq,2021 Skoda Kamiq 110TSI Limited Edition,USED,Automatic,Front,Premium,5.6,53056.0,Black / Black,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,1.5
Kia,2021,Picanto,2021 Kia Picanto S (PE),USED,Automatic,Front,Unleaded,5.8,11290.0,White / -,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.2
Hyundai,2015,Tucson,2015 Hyundai Tucson Active X (fwd),USED,Automatic,Front,Unleaded,7.9,92316.0,Grey / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Mitsubishi,2014,Mirage,2014 Mitsubishi Mirage LS,USED,Manual,Front,Unleaded,4.6,132385.0,Red / -,3 cyl,Hatchback,5 Doors, 5 Seats, NT,3.0,1.2
Toyota,2019,Camry,2019 Toyota Camry Ascent (hybrid),USED,Automatic,Front,Hybrid,4.2,18839.0,White / -,4 cyl,Sedan,4 Doors, 5 Seats,VIC,4.0,2.5
Nissan,2018,Qashqai,2018 Nissan Qashqai ST-L,USED,Automatic,Front,Unleaded,6.9,172117.0,Grey / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Ford,2020,Ranger,2020 Ford Ranger XLT 2.0 (4X4),USED,Automatic,4WD,Diesel,7.4,16386.0,Grey / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,TAS,4.0,2.0
Volkswagen,2015,Polo,2015 Volkswagen Polo GTI,USED,Automatic,Front,Premium,5.7,79125.0,White / Black,4 cyl,Hatchback,5 Doors, 5 Seats, WA,4.0,1.8
